Animal ID,Name,DateTime,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,DateTime_out,Date of Birth,Outcome Type,Outcome Subtype,Sex upon Outcome,Age upon Outcome,shelter_time,shelter_days,Adopt Rating,Found State,Found City
820014,*Sprout,2020-07-09 15:26:00,14405 Pebble Beds Way,Stray,Injured,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby/White,2020-08-04 17:41:00,3/25/2020,Transfer,Partner,Neutered Male,4 months,26 days 02:15:00,26,Not Adopted,TX,Austin 
820013,Dubi,2020-09-04 12:33:00,810 Bastrop Hwy,Public Assist,Normal,Dog,Intact Male,10 months,Labrador Retriever/Pit Bull,Black,2020-09-15 16:50:00,10/9/2019,Adoption,,Neutered Male,11 months,11 days 04:17:00,11,B,TX,Austin 
820012,Sadie,2020-09-04 12:33:00,810 Bastrop Hwy,Public Assist,Nursing,Dog,Intact Female,10 months,Labrador Retriever,Black,2020-09-14 14:04:00,10/9/2019,Return to Owner,,Intact Female,11 months,10 days 01:31:00,10,Not Adopted,TX,Austin 
820003,,2020-07-09 14:12:00,6101 Hyside Drive,Stray,Sick,Cat,Intact Male,2 weeks,Domestic Medium Hair,Black/White,2020-07-13 14:51:00,6/20/2020,Transfer,Partner,Intact Male,3 weeks,4 days 00:39:00,4,Not Adopted,TX,Austin 
820002,,2020-07-09 14:12:00,6101 Hyside Drive,Stray,Sick,Cat,Intact Male,2 weeks,Domestic Medium Hair,Black,2020-07-13 14:51:00,6/20/2020,Transfer,Partner,Intact Male,3 weeks,4 days 00:39:00,4,Not Adopted,TX,Austin 
820001,*Odette,2020-07-09 14:12:00,6101 Hyside Drive,Stray,Other,Cat,Intact Female,1 year,Domestic Medium Hair,Black,2020-07-13 14:51:00,6/9/2019,Transfer,Partner,Intact Female,1 year,4 days 00:39:00,4,Not Adopted,TX,Austin 
820000,,2020-07-09 14:12:00,6101 Hyside Drive,Stray,Other,Cat,Intact Female,2 weeks,Domestic Medium Hair,Black,2020-07-13 14:50:00,6/20/2020,Transfer,Partner,Intact Female,3 weeks,4 days 00:38:00,4,Not Adopted,TX,Austin 
819999,,2020-07-09 14:12:00,6101 Hyside Drive,Stray,Sick,Cat,Intact Female,3 weeks,Domestic Medium Hair,Black,2020-07-09 17:07:00,6/15/2020,Transfer,Partner,Intact Female,3 weeks,0 days 02:55:00,0,Not Adopted,TX,Austin 
819997,*Linx,2020-07-09 13:58:00,5907 Wagon Bend,Stray,Injured,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby/Gray,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
819988,Meatloaf,2021-01-29 07:48:00,1500 Faro Drive,Owner Surrender,Injured,Dog,Intact Female,8 months,German Shepherd/Labrador Retriever,Tan,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
819987,*Iris,2020-07-09 12:19:00,3601 Shoreline Drive,Stray,Normal,Dog,Intact Female,5 months,Staffordshire,Blue Merle/White,2020-07-14 17:14:00,1/9/2020,Adoption,,Spayed Female,6 months,5 days 04:55:00,5,,TX,Austin 
819986,,2020-07-09 12:07:00,508 East Howard Lane,Stray,Normal,Dog,Intact Male,9 months,Staffordshire Mix,Blue/White,2020-07-13 17:50:00,9/9/2019,Adoption,,Neutered Male,10 months,4 days 05:43:00,4,A,TX,Austin 
819985,Rhoadie,2020-07-09 11:21:00,,Owner Surrender,Normal,Dog,Intact Male,9 months,Labrador Retriever Mix,Brown/White,2020-07-18 17:20:00,10/9/2019,Adoption,,Neutered Male,9 months,9 days 05:59:00,9,B,TX,Austin 
819984,Rocky,2020-07-09 11:21:00,,Owner Surrender,Normal,Dog,Intact Male,9 months,Rottweiler Mix,Black/Tricolor,2020-07-17 15:54:00,10/9/2019,Adoption,,Neutered Male,9 months,8 days 04:33:00,8,B,TX,Austin 
819981,,2020-07-09 11:31:00,2300 Holly Stree,Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,2020-07-10 08:01:00,7/9/2018,Died,,Unknown,2 years,0 days 20:30:00,0,Not Adopted,TX,Austin 
819979,*Peaches,2020-07-09 11:00:00,Tinnin Circle,Stray,Sick,Cat,Intact Female,2 months,Domestic Shorthair,Torbie,2020-11-24 17:27:00,5/8/2020,Adoption,,Spayed Female,6 months,138 days 06:27:00,13,B,TX,Austin 
819977,,2020-07-09 10:13:00,I H 35,Stray,Normal,Dog,Intact Male,2 months,Great Pyrenees/Labrador Retriever,White,2020-07-14 17:00:00,4/24/2020,Transfer,Partner,Intact Male,2 months,5 days 06:47:00,5,Not Adopted,TX,Austin 
819976,Aris,2020-07-09 10:13:00,I H 35,Stray,Normal,Dog,Intact Male,2 months,Great Pyrenees/Labrador Retriever,White,2020-07-22 00:00:00,4/24/2020,Transfer,Partner,Intact Male,2 months,12 days 13:47:00,12,Not Adopted,TX,Austin 
819973,Polo,2020-07-09 08:25:00,6020 Toye Drive,Stray,Normal,Dog,Intact Male,2 years,American Staffordshire Terrier,Black/White,2020-07-09 16:43:00,7/9/2018,Return to Owner,,Intact Male,2 years,0 days 08:18:00,0,Not Adopted,TX,Austin 
819970,,2020-07-08 17:20:00,S 1St And Taft L,Stray,Sick,Cat,Intact Female,2 months,Domestic Shorthair,Torbie/White,2020-12-29 12:38:00,4/8/2020,Adoption,Foster,Spayed Female,8 months,173 days 19:18:00,17,C,TX,Austin 
819969,,2020-07-08 17:20:00,S 1St And Taft L,Stray,Sick,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,2020-09-01 08:10:00,4/8/2020,Adoption,Foster,Neutered Male,4 months,54 days 14:50:00,54,D,TX,Austin 
819968,,2020-07-08 17:20:00,S 1St And Taft L,Stray,Sick,Cat,Intact Female,2 months,Domestic Shorthair,Black,2020-09-01 08:07:00,4/8/2020,Adoption,Foster,Spayed Female,4 months,54 days 14:47:00,54,D,TX,Austin 
819966,,2020-07-08 17:20:00,S 1St And Taft L,Stray,Sick,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
819965,,2020-07-08 17:20:00,S 1St And Taft L,Stray,Sick,Cat,Intact Male,2 months,Domestic Shorthair,Blue Tabby/White,2020-12-29 12:36:00,4/8/2020,Adoption,Foster,Neutered Male,8 months,173 days 19:16:00,17,C,TX,Austin 
819964,*Melville,2020-07-08 17:12:00,5412 Gilbert Rd,Stray,Normal,Dog,Intact Male,9 months,Staffordshire Mix,White/Black,2020-07-14 11:52:00,9/8/2019,Transfer,Partner,Intact Male,10 months,5 days 18:40:00,5,Not Adopted,TX,Austin 
819963,*Josh,2020-07-08 16:28:00,8515 Brodie L,Stray,Normal,Cat,Intact Male,4 months,Domestic Medium Hair,Brown Tabby,2020-08-20 09:10:00,2/8/2020,Adoption,Foster,Neutered Male,6 months,42 days 16:42:00,42,D,TX,Austin 
819962,*Toby,2020-07-08 16:28:00,8515 Brodie L,Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Brown Tabby,2021-01-08 12:18:00,2/8/2020,Adoption,Foster,Neutered Male,11 months,183 days 19:50:00,18,C,TX,Austin 
819961,,2020-07-08 16:25:00,Norwood Ln And 183,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Calico,2020-07-14 10:52:00,4/8/2020,Transfer,Partner,Intact Female,3 months,5 days 18:27:00,5,Not Adopted,TX,Austin 
819960,,2020-07-08 16:25:00,Norwood Ln And 183,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Black,2020-07-14 10:52:00,4/8/2020,Transfer,Partner,Intact Female,3 months,5 days 18:27:00,5,Not Adopted,TX,Austin 
819959,*Mary Agnes,2020-07-08 15:58:00,508 W Howard L,Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Black,2020-08-29 15:44:00,6/11/2020,Adoption,Foster,Spayed Female,2 months,51 days 23:46:00,51,D,TX,Austin 
819958,*Tortellini,2020-07-08 15:58:00,508 W Howard L,Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Cream Tabby/White,2020-08-25 12:36:00,6/11/2020,Adoption,Foster,Neutered Male,2 months,47 days 20:38:00,47,D,TX,Austin 
819957,*Orzo,2020-07-08 15:58:00,508 W Howard L,Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby,2020-08-29 15:32:00,6/11/2020,Adoption,Foster,Neutered Male,2 months,51 days 23:34:00,51,D,TX,Austin 
819956,*Linguine,2020-07-08 15:58:00,508 W Howard L,Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Cream Tabby/White,2020-08-25 12:46:00,6/11/2020,Adoption,Foster,Neutered Male,2 months,47 days 20:48:00,47,D,TX,Austin 
819946,*Angelica,2020-07-08 15:17:00,Savanna Drive,Stray,Injured,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby,2020-07-13 17:00:00,4/30/2020,Adoption,,Spayed Female,2 months,5 days 01:43:00,5,,TX,Travis 
819939,*Brie,2020-07-08 15:10:00,2201 Post Road,Stray,Nursing,Cat,Intact Female,2 weeks,Siamese mix,Lynx Point,2020-09-03 10:57:00,6/23/2020,Adoption,Foster,Spayed Female,2 months,56 days 19:47:00,56,D,TX,Austin 
819938,*Tia,2020-07-08 15:10:00,2201 Post Road,Stray,Nursing,Cat,Intact Female,2 weeks,Siamese mix,Flame Point,2020-09-03 10:50:00,6/23/2020,Adoption,Foster,Spayed Female,2 months,56 days 19:40:00,56,D,TX,Austin 
819937,*Rosa,2020-07-08 15:10:00,2201 Post Road,Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair,Orange Tabby,2020-09-03 10:35:00,6/23/2020,Adoption,Foster,Spayed Female,2 months,56 days 19:25:00,56,D,TX,Austin 
819936,*Meri,2020-07-08 15:10:00,2201 Post Road,Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair,Orange Tabby,2020-09-03 10:45:00,6/23/2020,Adoption,Foster,Spayed Female,2 months,56 days 19:35:00,56,D,TX,Austin 
819935,*Olive,2020-07-08 15:10:00,2201 Post Road,Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair,Torbie/Brown Tabby,2020-09-10 15:00:00,6/23/2020,Adoption,Foster,Spayed Female,2 months,63 days 23:50:00,63,D,TX,Austin 
819934,*June,2020-07-08 15:10:00,2201 Post Road,Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair,Torbie/Brown Tabby,2020-09-03 10:30:00,6/23/2020,Adoption,Foster,Spayed Female,2 months,56 days 19:20:00,56,D,TX,Austin 
819933,*Aubrey,2020-07-08 15:10:00,2201 Post Road,Stray,Nursing,Cat,Intact Female,1 year,Domestic Shorthair,Tortie,2020-09-25 14:39:00,1/8/2019,Adoption,Foster,Spayed Female,1 year,78 days 23:29:00,78,D,TX,Austin 
819920,*Tim,2020-07-08 12:44:00,407 Arbor Lane,Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Lynx Point/White,2020-08-25 08:00:00,3/8/2020,Adoption,Foster,Neutered Male,5 months,47 days 19:16:00,47,D,TX,Austin 
819919,*Topsy,2020-07-08 12:44:00,407 Arbor Lane,Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Torbie/Gray,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
819918,*Audrey,2020-07-08 12:44:00,407 Arbor Lane,Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,White/Blue,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
819912,*Alanis,2020-07-08 12:39:00,12406 Timber Arch L,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby/White,2020-07-14 10:53:00,4/23/2020,Transfer,Partner,Intact Female,2 months,5 days 22:14:00,5,Not Adopted,TX,Travis 
819909,,2020-07-08 12:08:00,9133 Northgate Blvd,Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever/Blue Lacy,Blue/White,2020-07-15 15:30:00,4/23/2020,Transfer,Partner,Intact Female,2 months,7 days 03:22:00,7,Not Adopted,TX,Austin 
819908,,2020-07-08 12:06:00,7133 Hw 969,Wildlife,Sick,Other,Unknown,4 weeks,Skunk,Black/White,2020-07-08 13:14:00,6/8/2020,Euthanasia,Suffering,Unknown,4 weeks,0 days 01:08:00,0,Not Adopted,TX,Austin 
819907,,2020-07-08 12:08:00,9133 Northgate Blvd,Stray,Normal,Dog,Intact Male,2 months,Boxer,Brown/Black,2020-07-15 15:30:00,4/23/2020,Transfer,Partner,Intact Male,2 months,7 days 03:22:00,7,Not Adopted,TX,Austin 
819906,*Journey,2020-07-08 11:57:00,1881 Grove,Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Brown Tabby/White,2020-07-13 17:35:00,3/24/2020,Adoption,,Spayed Female,3 months,5 days 05:38:00,5,,TX,Austin 
819905,,2020-07-08 11:52:00,,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,2020-07-12 12:13:00,5/2/2020,Transfer,Partner,Intact Male,2 months,4 days 00:21:00,4,Not Adopted,TX,Austin 
819902,Raggs,2020-07-08 11:09:00,802 Potomac Path,Stray,Normal,Dog,Intact Male,6 years,Chihuahua Shorthair,Black/White,2020-07-13 16:36:00,7/8/2014,Adoption,,Neutered Male,6 years,5 days 05:27:00,5,,TX,Austin 
819895,,2020-07-08 10:31:00,Guadalupe St/Kawnee,Wildlife,Sick,Other,Unknown,1 year,Raccoon,Gray,2020-07-08 10:54:00,7/8/2019,Euthanasia,Rabies Risk,Unknown,1 year,0 days 00:23:00,0,Not Adopted,TX,Austin 
819894,*Tina,2020-07-08 10:10:00,9009 North Plaz,Stray,Normal,Cat,Spayed Female,5 years,Domestic Shorthair,Black/White,2020-09-10 12:02:00,7/8/2015,Adoption,,Spayed Female,5 years,64 days 01:52:00,64,D,TX,Austin 
819889,*Olive Oyl,2020-07-07 16:55:00,125 Cozumel,Stray,Normal,Dog,Intact Female,1 year,Great Pyrenees Mix,White/Brown Brindle,2020-08-07 00:00:00,7/7/2019,Adoption,,Spayed Female,1 year,30 days 07:05:00,30,,TX,Travis 
819888,*Dahlia,2020-07-07 16:55:00,125 Cozumel,Stray,Normal,Dog,Intact Female,3 years,Great Pyrenees Mix,Brown/Black,2020-07-22 11:08:00,7/7/2017,Transfer,Partner,Spayed Female,3 years,14 days 18:13:00,14,Not Adopted,TX,Travis 
819886,,2020-07-07 15:28:00,7200 Easy Wind Drive,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black,2020-07-14 10:49:00,4/15/2020,Transfer,Partner,Intact Male,2 months,6 days 19:21:00,6,Not Adopted,TX,Austin 
819885,,2020-07-07 15:28:00,7200 Easy Wind Drive,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Calico,2020-07-14 10:49:00,4/15/2020,Transfer,Partner,Intact Female,2 months,6 days 19:21:00,6,Not Adopted,TX,Austin 
819884,,2020-07-07 15:28:00,7200 Easy Wind Drive,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black,2020-07-14 10:49:00,4/15/2020,Transfer,Partner,Intact Male,2 months,6 days 19:21:00,6,Not Adopted,TX,Austin 
819883,,2020-07-07 15:28:00,7200 Easy Wind Drive,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Tortie,2020-07-14 10:49:00,4/15/2020,Transfer,Partner,Intact Female,2 months,6 days 19:21:00,6,Not Adopted,TX,Austin 
819882,*Magritte,2020-07-07 15:28:00,7200 Easy Wind Drive,Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Blue,2020-09-12 16:37:00,7/7/2018,Adoption,,Spayed Female,2 years,67 days 01:09:00,67,D,TX,Austin 
819881,Jetson,2020-07-07 15:19:00,19714 Blake Manor Road,Stray,Normal,Dog,Intact Male,4 months,Anatol Shepherd,White/Black,2020-07-14 14:18:00,2/7/2020,Transfer,Partner,Intact Male,5 months,6 days 22:59:00,6,Not Adopted,TX,Travis 
819880,*Bandit,2020-07-07 15:19:00,19714 Blake Manor Road,Stray,Injured,Dog,Intact Male,4 months,Anatol Shepherd,White/Black,2020-08-08 00:00:00,2/7/2020,Adoption,,Neutered Male,6 months,31 days 08:41:00,31,D,TX,Travis 
819876,,2020-07-07 14:43:00,11920 Hornsby Stree,Stray,Sick,Dog,Intact Male,7 months,Carolina Dog/American Pit Bull Terrier,Tricolor,2020-07-15 12:48:00,11/7/2019,Adoption,,Neutered Male,8 months,7 days 22:05:00,7,B,TX,Austin 
819874,*Jerry,2020-07-07 14:43:00,11920 Hornsby Stree,Stray,Sick,Dog,Intact Male,7 months,Carolina Dog/American Pit Bull Terrier,Tricolor,2020-08-05 12:59:00,11/7/2019,Transfer,Partner,Neutered Male,8 months,28 days 22:16:00,28,Not Adopted,TX,Austin 
819868,,2020-07-07 14:11:00,2111 Prathe,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black/White,2020-08-13 07:48:00,4/22/2020,Adoption,Foster,Neutered Male,3 months,36 days 17:37:00,36,D,TX,Austin 
819867,*Robin Hood,2020-07-07 13:54:00,11923 East Highway 290 in Mano,Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby,2020-08-21 07:37:00,7/7/2018,Adoption,Foster,Neutered Male,2 years,44 days 17:43:00,44,D,TX, Manor 
819865,*95 Grams,2020-07-07 13:36:00,19043 Littig Road,Stray,Nursing,Cat,Intact Female,3 days,Domestic Shorthair,Orange,2020-07-07 17:45:00,7/4/2020,Transfer,Partner,Intact Female,3 days,0 days 04:09:00,0,Not Adopted,TX,Travis 
819864,*81 Grams,2020-07-07 13:36:00,19043 Littig Road,Stray,Nursing,Cat,Intact Female,3 days,Domestic Shorthair,Torbie,2020-07-07 17:45:00,7/4/2020,Transfer,Partner,Intact Female,3 days,0 days 04:09:00,0,Not Adopted,TX,Travis 
819862,*78 Grams,2020-07-07 13:36:00,19043 Littig Road,Stray,Nursing,Cat,Intact Female,3 days,Domestic Shorthair,Torbie,2020-07-07 17:44:00,7/4/2020,Transfer,Partner,Intact Female,3 days,0 days 04:08:00,0,Not Adopted,TX,Travis 
819860,,2020-07-07 12:33:00,10505 Macmora Road,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby,2020-07-14 10:50:00,5/7/2020,Transfer,Partner,Intact Female,2 months,6 days 22:17:00,6,Not Adopted,TX,Austin 
819859,,2020-07-07 12:33:00,10505 Macmora Road,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,2020-07-14 10:50:00,5/7/2020,Transfer,Partner,Intact Male,2 months,6 days 22:17:00,6,Not Adopted,TX,Austin 
819858,,2020-07-07 12:33:00,10505 Macmora Road,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Tortie,2020-07-14 10:50:00,5/7/2020,Transfer,Partner,Intact Female,2 months,6 days 22:17:00,6,Not Adopted,TX,Austin 
819857,,2020-07-07 12:36:00,907 Silver Quail Lane,Stray,Sick,Dog,Intact Female,9 months,Chihuahua Shorthair/Dachshund,Tan,2020-07-16 12:38:00,9/7/2019,Adoption,,Spayed Female,10 months,9 days 00:02:00,9,B,TX,Austin 
819856,*Hemingway,2020-07-07 12:36:00,907 Silver Quail Lane,Stray,Sick,Dog,Intact Male,2 years,English Foxhound Mix,Brown/White,2020-07-22 11:05:00,7/7/2018,Transfer,Partner,Neutered Male,2 years,14 days 22:29:00,14,Not Adopted,TX,Austin 
819855,Scooby,2020-07-07 11:58:00,,Owner Surrender,Normal,Dog,Unknown,1 year,Yorkshire Terrier Mix,Buff,2020-07-07 12:27:00,7/7/2019,Return to Owner,,Unknown,1 year,0 days 00:29:00,0,Not Adopted,TX,Austin 
819854,Oso,2020-07-07 11:58:00,,Owner Surrender,Normal,Dog,Intact Male,4 months,Mastiff Mix,Brown/Black,2020-07-08 17:47:00,2/21/2020,Adoption,,Neutered Male,4 months,1 days 05:49:00,1,,TX,Austin 
819851,Shyla,2020-07-07 11:35:00,7800 South Us 183,Stray,Sick,Dog,Intact Female,2 months,Anatol Shepherd/Labrador Retriever,Brown/White,2020-07-13 16:22:00,4/29/2020,Adoption,,Spayed Female,2 months,6 days 04:47:00,6,B,TX,Travis 
819849,,2020-07-07 11:34:00,6263 Mcneil Drive,Stray,Nursing,Cat,Intact Female,3 weeks,Domestic Longhair,Black,2020-12-19 08:24:00,6/15/2020,Adoption,Foster,Spayed Female,6 months,164 days 20:50:00,16,C,TX,Austin 
819848,*Millie,2020-07-07 11:27:00,9700 Point Vista Place,Stray,Sick,Dog,Intact Female,2 years,Pit Bull/Boxer,Fawn/Brown,2020-10-27 13:47:00,7/7/2018,Adoption,Foster,Spayed Female,2 years,112 days 02:20:00,11,B,TX,Austin 
819845,*Margo,2020-07-07 11:23:00,1127 Map S,Stray,Injured,Cat,Spayed Female,8 years,Domestic Shorthair,Blue Tabby,2021-01-20 16:00:00,11/25/2011,Adoption,Foster,Spayed Female,9 years,197 days 04:37:00,19,C,TX,Austin 
819843,,2020-07-07 11:15:00,3809 S Congre,Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,2020-07-08 08:01:00,7/7/2018,Euthanasia,Rabies Risk,Unknown,2 years,0 days 20:46:00,0,Not Adopted,TX,Austin 
819840,Lexi,2020-07-13 16:05:00,,Public Assist,Normal,Dog,Intact Female,2 years,Labrador Retriever/Pit Bull,Black/White,2020-07-17 12:23:00,7/7/2018,Return to Owner,,Intact Female,2 years,3 days 20:18:00,3,Not Adopted,TX,Austin 
819839,Vic,2020-07-07 09:38:00,6600 Elm Creek,Stray,Sick,Cat,Neutered Male,8 years,Domestic Shorthair,Brown Tabby,2020-07-11 11:29:00,7/7/2012,Euthanasia,Suffering,Neutered Male,8 years,4 days 01:51:00,4,Not Adopted,TX,Austin 
819837,,2020-07-07 07:42:00,Dessau Rd,Stray,Injured,Cat,Intact Female,2 years,Bengal mix,Brown Tabby,2020-07-22 17:40:00,7/7/2018,Adoption,,Spayed Female,2 years,15 days 09:58:00,15,C,TX,Austin 
819836,,2020-07-07 03:21:00,6103 Manor Rd,Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Red,2020-07-13 16:29:00,5/7/2020,Adoption,,Neutered Male,2 months,6 days 13:08:00,6,B,TX,Austin 
819829,Tito,2020-07-07 08:00:00,Decker Lane,Stray,Sick,Dog,Intact Male,1 month,Australian Shepherd/Golden Retriever,Tan/White,2020-07-12 16:59:00,5/8/2020,Adoption,,Intact Male,2 months,5 days 08:59:00,5,,TX,Austin 
819826,,2020-07-06 20:42:00,5625 Pinon Vist,Stray,Sick,Cat,Unknown,4 weeks,Domestic Shorthair,Black,2020-07-07 08:22:00,6/6/2020,Euthanasia,At Vet,Unknown,4 weeks,0 days 11:40:00,0,Not Adopted,TX,Austin 
819822,Umbra,2020-07-06 18:00:00,11200 Midbury Cou,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black,2020-07-20 19:10:00,4/21/2020,Adoption,,Neutered Male,2 months,14 days 01:10:00,14,,TX,Austin 
819820,Orion,2020-07-06 18:00:00,11200 Midbury Cou,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Blue,2020-07-20 19:10:00,4/21/2020,Adoption,,Neutered Male,2 months,14 days 01:10:00,14,,TX,Austin 
819815,,2020-07-06 15:52:00,9805 Halifax,Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair,Orange/White,2020-07-06 16:28:00,6/26/2020,Transfer,Partner,Intact Male,1 weeks,0 days 00:36:00,0,Not Adopted,TX,Austin 
819814,*Millie,2020-07-06 15:45:00,1071 Clayto,Stray,Normal,Dog,Intact Female,9 months,Pointer,Black/White,2020-07-15 10:55:00,9/6/2019,Adoption,,Spayed Female,10 months,8 days 19:10:00,8,B,TX,Austin 
819812,*Baloo,2020-07-06 15:28:00,9500 Dessau Rd,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Blue Tabby,2020-07-29 08:57:00,5/6/2020,Adoption,Foster,Neutered Male,2 months,22 days 17:29:00,22,C,TX,Austin 
819811,*Geiger,2020-07-06 15:28:00,9500 Dessau Rd,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue Tabby,2020-08-05 08:07:00,5/31/2020,Adoption,Foster,Spayed Female,2 months,29 days 16:39:00,29,C,TX,Austin 
819805,*Baby Kitty,2020-07-06 14:47:00,Bronco Bend Loop And Cedar Edge D,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Blue,2020-07-21 08:26:00,4/6/2020,Adoption,Foster,Spayed Female,3 months,14 days 17:39:00,14,,TX,Austin 
819795,Charlie,2020-07-06 13:46:00,1500 Judy Lynn D,Stray,Normal,Dog,Intact Male,2 years,Dachshund/Australian Cattle Dog,Brown/Black,2020-07-10 16:19:00,7/6/2018,Adoption,,Neutered Male,2 years,4 days 02:33:00,4,A,TX,Travis 
819788,Nacho,2020-07-13 11:13:00,,Owner Surrender,Normal,Dog,Neutered Male,6 years,Chihuahua Shorthair,Brown/Brown,2020-08-22 15:02:00,7/6/2014,Adoption,Foster,Neutered Male,6 years,40 days 03:49:00,40,D,TX,Austin 
819787,Thor,2020-07-06 13:05:00,13011 Perryton D,Owner Surrender,Normal,Dog,Neutered Male,2 years,American Staffordshire Terrier/Catahoula,Tricolor/Blue Merle,2020-07-27 20:48:00,7/6/2018,Adoption,,Neutered Male,2 years,21 days 07:43:00,21,C,TX,Travis 
819785,*Paddington,2020-07-06 12:25:00,2213 East Stassney Lane,Stray,Injured,Dog,Intact Male,1 month,Basenji Mix,Brown/White,2020-08-19 12:41:00,5/22/2020,Adoption,Foster,Neutered Male,2 months,44 days 00:16:00,44,D,TX,Austin 
819784,,2020-07-15 11:00:00,1811 Mearns Meadow Boulevard,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby/White,2020-08-12 09:12:00,5/8/2020,Adoption,Foster,Spayed Female,3 months,27 days 22:12:00,27,C,TX,Austin 
819783,*Calypso,2020-07-15 10:59:00,1811 Mearns Meadow Boulevard,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Black,2020-09-14 11:06:00,5/8/2020,Adoption,Foster,Spayed Female,4 months,61 days 00:07:00,61,D,TX,Austin 
819782,,2020-07-15 10:58:00,1811 Mearns Meadow Boulevard,Stray,Normal,Cat,Intact Female,2 months,Domestic Medium Hair,Brown Tabby/White,2020-08-13 12:37:00,4/23/2020,Adoption,Foster,Spayed Female,3 months,29 days 01:39:00,29,C,TX,Austin 
819781,,2020-07-15 10:57:00,1811 Mearns Meadow Boulevard,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,White/Brown Tabby,2020-08-18 08:44:00,4/23/2020,Adoption,Foster,Neutered Male,3 months,33 days 21:47:00,33,D,TX,Austin 
819775,,2020-07-06 11:36:00,6303 Saddler Lane,Stray,Injured,Cat,Intact Female,4 weeks,Domestic Shorthair,Orange Tabby/White,2020-10-16 15:04:00,6/8/2020,Adoption,Foster,Spayed Female,4 months,102 days 03:28:00,10,B,TX,Austin 
819774,*Seymora Kitty,2020-07-06 11:09:00,10209 English Oak Drive,Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Brown Tabby/White,2020-07-31 08:44:00,2/6/2020,Adoption,Foster,Spayed Female,5 months,24 days 21:35:00,24,C,TX,Austin 
819772,*Stormy,2020-07-06 10:50:00,2600 Scofield Ridge Parkway,Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Calico,2020-10-16 09:44:00,6/12/2020,Adoption,Foster,Spayed Female,4 months,101 days 22:54:00,10,B,TX,Austin 
