Animal ID,Name,DateTime,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,DateTime_out,Date of Birth,Outcome Type,Outcome Subtype,Sex upon Outcome,Age upon Outcome,shelter_time,shelter_days,Adopt Rating
818216,*Leon,2020-06-03 11:40:00,6934 E Ben White in Austin (TX),Public Assist,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Orange Tabby/White,2021-01-07 15:45:00,3/3/2020,Adoption,,Neutered Male,10 months,218 days 04:05:00,21,C
818215,*Pickles,2020-06-03 11:40:00,6934 E Ben White in Austin (TX),Public Assist,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Cream Tabby/White,2021-01-07 15:42:00,3/3/2020,Adoption,,Neutered Male,10 months,218 days 04:02:00,21,C
818212,,2020-06-03 16:51:00,10804 Mcangus Rd in Travis (TX),Abandoned,Nursing,Dog,Intact Female,3 weeks,Labrador Retriever/German Shepherd,Brown,2020-06-03 17:31:00,5/10/2020,Transfer,Partner,Intact Female,3 weeks,0 days 00:40:00,0,Not Adopted
818211,,2020-06-03 16:51:00,10804 Mcangus Rd in Travis (TX),Abandoned,Nursing,Dog,Intact Female,3 weeks,Labrador Retriever/German Shepherd,Tan,2020-06-03 17:31:00,5/10/2020,Transfer,Partner,Intact Female,3 weeks,0 days 00:40:00,0,Not Adopted
818210,,2020-06-03 16:51:00,10804 Mcangus Rd in Travis (TX),Abandoned,Nursing,Dog,Intact Female,3 weeks,Labrador Retriever/German Shepherd,Tan/White,2020-06-03 17:15:00,5/10/2020,Transfer,Partner,Intact Female,3 weeks,0 days 00:24:00,0,Not Adopted
818209,,2020-06-03 16:51:00,10804 Mcangus Rd in Travis (TX),Abandoned,Nursing,Dog,Intact Female,3 weeks,Labrador Retriever/German Shepherd,Black/White,2020-06-03 17:14:00,5/10/2020,Transfer,Partner,Intact Female,3 weeks,0 days 00:23:00,0,Not Adopted
818208,,2020-06-03 16:51:00,10804 Mcangus Rd in Travis (TX),Abandoned,Nursing,Dog,Intact Female,3 weeks,Labrador Retriever/German Shepherd,Black,2020-06-03 17:14:00,5/10/2020,Transfer,Partner,Intact Female,3 weeks,0 days 00:23:00,0,Not Adopted
818207,,2020-06-03 16:51:00,10804 Mcangus Rd in Travis (TX),Abandoned,Nursing,Dog,Intact Female,3 weeks,Labrador Retriever/German Shepherd,Black,2020-06-03 17:14:00,5/10/2020,Transfer,Partner,Intact Female,3 weeks,0 days 00:23:00,0,Not Adopted
818203,*Honeydew,2020-06-03 15:34:00,1602 E M Franklin Avenue in Austin (TX),Stray,Nursing,Dog,Intact Female,2 years,Pit Bull,Brown Brindle/White,2020-12-12 14:02:00,6/3/2018,Adoption,,Spayed Female,2 years,191 days 22:28:00,19,C
818202,*Millie,2020-06-03 15:32:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black/White,2020-06-15 14:28:00,4/3/2020,Adoption,Foster,Spayed Female,2 months,11 days 22:56:00,11,B
818201,*Lulu,2020-06-03 15:32:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black/White,2020-06-15 14:31:00,4/3/2020,Adoption,Foster,Spayed Female,2 months,11 days 22:59:00,11,B
818200,*Baby Spice,2020-06-03 15:32:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black/White,2020-06-07 16:34:00,4/3/2020,Adoption,,Spayed Female,2 months,4 days 01:02:00,4,A
818199,*Ginger Spice,2020-06-03 15:32:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black/White,2020-06-06 14:51:00,4/3/2020,Adoption,,Spayed Female,2 months,2 days 23:19:00,2,A
818198,*Posh Spice,2020-06-03 15:32:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black,2020-06-06 12:34:00,4/3/2020,Adoption,,Spayed Female,2 months,2 days 21:02:00,2,A
818196,,2020-06-03 15:18:00,14705 Fitzgibbon Dr in Austin (TX),Stray,Sick,Cat,Intact Female,4 weeks,Domestic Shorthair,Black,2020-06-03 18:27:00,5/3/2020,Transfer,Partner,Intact Female,4 weeks,0 days 03:09:00,0,Not Adopted
818191,,2020-06-03 14:38:00,Greenbury Drive And Highway 290 in Manor (TX),Stray,Normal,Dog,Intact Male,3 months,Plott Hound,Tricolor,2020-06-09 16:35:00,2/3/2020,Adoption,,Neutered Male,4 months,6 days 01:57:00,6,B
818189,,2020-06-03 14:00:00,Berman Drive And East 51St Street in Austin (TX),Stray,Normal,Other,Unknown,1 year,Angora-Satin,Gray,2020-06-15 13:57:00,6/3/2019,Transfer,Partner,Unknown,1 year,11 days 23:57:00,11,Not Adopted
818182,,2020-06-03 12:11:00,8602 Braxton Roberts Road in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie,2020-06-03 14:03:00,5/12/2020,Transfer,Partner,Intact Female,3 weeks,0 days 01:52:00,0,Not Adopted
818181,,2020-06-03 12:11:00,8602 Braxton Roberts Road in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Black/White,2020-06-03 14:02:00,5/12/2020,Transfer,Partner,Intact Female,3 weeks,0 days 01:51:00,0,Not Adopted
818180,,2020-06-03 11:40:00,6934 E Ben White in Austin (TX),Public Assist,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Lynx Point/White,2020-06-10 19:21:00,3/3/2020,Adoption,,Spayed Female,3 months,7 days 07:41:00,7,B
818178,*Hermione,2020-06-03 11:40:00,6934 E Ben White in Austin (TX),Public Assist,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Calico,2020-08-10 18:00:00,3/3/2020,Died,In Foster,Intact Female,5 months,68 days 06:20:00,68,Not Adopted
818176,*Dobby,2020-06-03 11:40:00,6934 E Ben White in Austin (TX),Public Assist,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Orange Tabby/White,2020-12-09 14:38:00,3/3/2020,Adoption,Foster,Neutered Male,9 months,189 days 02:58:00,18,C
818173,*Columba,2020-06-03 11:40:00,6934 E Ben White in Austin (TX),Public Assist,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Black/White,2020-07-22 19:18:00,6/3/2018,Adoption,,Spayed Female,2 years,49 days 07:38:00,49,D
818172,*Crabapple,2020-06-03 11:33:00,8512 Silverthorne Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Fawn/White,2020-11-23 13:45:00,6/3/2019,Adoption,,Neutered Male,1 year,173 days 02:12:00,17,C
818169,,2020-06-03 10:40:00,4806 Putters Cove in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Black,2020-06-08 16:49:00,4/3/2020,Adoption,,Spayed Female,2 months,5 days 06:09:00,5,
818168,,2020-06-03 11:04:00,7000 Decker Lane in Austin (TX),Stray,Nursing,Cat,Intact Male,1 week,Domestic Shorthair,Orange Tabby,2020-06-03 14:08:00,5/27/2020,Transfer,Partner,Intact Male,1 week,0 days 03:04:00,0,Not Adopted
818167,,2020-06-03 11:04:00,7000 Decker Lane in Austin (TX),Stray,Nursing,Cat,Intact Female,1 week,Domestic Shorthair,Tortie,2020-06-03 14:06:00,5/27/2020,Transfer,Partner,Intact Female,1 week,0 days 03:02:00,0,Not Adopted
818166,,2020-06-03 11:04:00,7000 Decker Lane in Austin (TX),Stray,Nursing,Cat,Intact Male,1 week,Domestic Shorthair,Brown Tabby,2020-06-03 14:04:00,5/27/2020,Transfer,Partner,Intact Male,1 week,0 days 03:00:00,0,Not Adopted
818165,*Moonshine,2020-06-03 13:15:00,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle/White,2020-06-03 10:56:00,4/18/2020,Transfer,Partner,Intact Male,1 month,-1 days +21:41:00,-1,Not Adopted
818164,*Firewater,2020-06-03 13:15:00,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,1 month,Pit Bull Mix,Blue,2020-06-03 10:55:00,4/18/2020,Transfer,Partner,Intact Male,1 month,-1 days +21:40:00,-1,Not Adopted
818161,,2020-06-03 09:30:00,707 Bedford Street in Austin (TX),Stray,Sick,Dog,Intact Female,5 months,Pit Bull,Brown/White,2020-06-03 18:49:00,12/19/2019,Transfer,Partner,Intact Female,5 months,0 days 09:19:00,0,Not Adopted
818157,*Hank,2020-06-03 09:18:00,6911 Idea Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog,White/Black,2020-09-18 12:59:00,6/3/2018,Adoption,Foster,Neutered Male,2 years,107 days 03:41:00,10,B
818150,,2020-06-02 23:38:00,Research And Burnet in Austin (TX),Stray,Sick,Cat,Intact Female,3 weeks,Domestic Longhair,Blue/White,2020-07-07 08:08:00,5/7/2020,Adoption,Foster,Spayed Female,1 month,34 days 08:30:00,34,D
818149,Carmella,2020-06-02 20:30:00,8300 Research in Austin (TX),Stray,Injured,Dog,Spayed Female,4 years,Border Collie/German Shepherd,Black/Tan,2020-06-09 18:20:00,7/4/2015,Adoption,,Spayed Female,4 years,6 days 21:50:00,6,B
818148,Ritchie,2020-06-02 18:56:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Jack Russell Terrier,Tricolor,2020-06-03 13:10:00,6/2/2010,Return to Owner,,Neutered Male,10 years,0 days 18:14:00,0,Not Adopted
818145,Tricky,2020-06-02 18:00:00,Austin (TX),Owner Surrender,Aged,Dog,Spayed Female,11 years,Beagle,Brown,2020-06-09 14:09:00,6/2/2009,Transfer,Partner,Spayed Female,11 years,6 days 20:09:00,6,Not Adopted
818144,Daisy,2020-06-02 18:00:00,Austin (TX),Owner Surrender,Aged,Dog,Spayed Female,11 years,Beagle,Tricolor,2020-06-09 14:08:00,6/2/2009,Transfer,Partner,Spayed Female,11 years,6 days 20:08:00,6,Not Adopted
818142,,2020-06-02 16:54:00,4604 Burnet Road in Austin (TX),Abandoned,Normal,Other,Intact Female,3 weeks,Guinea Pig,Tricolor,2020-06-12 11:22:00,5/9/2020,Adoption,,Intact Female,4 weeks,9 days 18:28:00,9,B
818141,,2020-06-02 16:54:00,4604 Burnet Road in Austin (TX),Abandoned,Normal,Other,Intact Male,2 years,Guinea Pig,White/White,2020-06-11 14:17:00,6/2/2018,Adoption,,Intact Male,2 years,8 days 21:23:00,8,B
818134,,2020-06-02 15:30:00,Wolf Lane in Travis (TX),Stray,Sick,Dog,Intact Male,1 month,Pointer Mix,Black/White,2020-06-17 16:09:00,4/2/2020,Adoption,,Neutered Male,2 months,15 days 00:39:00,15,C
818133,Betty,2020-06-02 15:12:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Chihuahua Longhair,Black/White,2020-06-03 00:00:00,6/2/2015,Transfer,Partner,Spayed Female,5 years,0 days 08:48:00,0,Not Adopted
818132,*Jill,2020-06-02 14:59:00,4715 South Lamar Boulevard in Sunset Valley (TX),Stray,Injured,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby/White,2020-11-12 12:54:00,6/2/2019,Adoption,Foster,Spayed Female,1 year,162 days 21:55:00,16,C
818128,,2020-06-02 14:40:00,2048 W Stassney Lane in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,2020-06-02 16:41:00,4/26/2020,Euthanasia,Suffering,Intact Male,1 month,0 days 02:01:00,0,Not Adopted
818125,Snoopy,2020-06-03 14:31:00,13409 Cantarra Drive in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 years,Labrador Retriever/Pit Bull,White,2020-06-17 18:15:00,9/25/2014,Rto-Adopt,,Intact Male,5 years,14 days 03:44:00,14,Not Adopted
818124,Red,2020-06-02 13:18:00,7309 Lazy Creek Dr in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,2 years,Pit Bull,Red,2020-07-06 14:02:00,6/2/2018,Transfer,Partner,Intact Male,2 years,34 days 00:44:00,34,Not Adopted
818123,Curious,2020-06-02 12:59:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,10 months,Domestic Shorthair,White/Cream Tabby,2020-06-04 12:12:00,8/2/2019,Transfer,Partner,Intact Female,10 months,1 days 23:13:00,1,Not Adopted
818122,Buddy,2020-06-02 12:48:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,11 years,Domestic Shorthair,Lynx Point,2020-06-09 14:06:00,6/2/2009,Transfer,Partner,Neutered Male,11 years,7 days 01:18:00,7,Not Adopted
818119,Benji,2020-06-02 11:33:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Shih Tzu,Sable/Black,2020-06-05 11:31:00,6/2/2010,Transfer,Partner,Neutered Male,10 years,2 days 23:58:00,2,Not Adopted
818118,*Sheriff,2020-06-02 10:56:00,14326 Hunters Bend in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,Black/Gray,2020-06-09 21:47:00,6/2/2018,Adoption,,Neutered Male,2 years,7 days 10:51:00,7,B
818117,Max,2020-06-02 10:54:00,West William Cannon And South 1St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Staffordshire Terrier Mix,White/Black,2020-06-02 12:41:00,8/2/2017,Return to Owner,,Intact Male,2 years,0 days 01:47:00,0,Not Adopted
818116,*Basil,2020-06-02 10:33:00,5437 El Malino Cir in Travis (TX),Stray,Normal,Cat,Intact Male,5 weeks,Domestic Shorthair,Brown Tabby,2020-07-30 15:56:00,4/28/2020,Adoption,Foster,Neutered Male,3 months,58 days 05:23:00,58,D
818115,*Caraway,2020-06-02 10:33:00,5437 El Malino Cir in Travis (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby,2020-08-04 08:14:00,5/2/2020,Adoption,Foster,Spayed Female,3 months,62 days 21:41:00,62,D
818114,*Rosemary,2020-06-02 10:33:00,5437 El Malino Cir in Travis (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Blue Tabby,2020-08-04 08:08:00,5/2/2020,Adoption,Foster,Spayed Female,3 months,62 days 21:35:00,62,D
818113,*Dill,2020-06-02 10:33:00,5437 El Malino Cir in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black,2020-08-05 07:49:00,5/2/2020,Adoption,Foster,Neutered Male,3 months,63 days 21:16:00,63,D
818111,Polar,2020-08-06 17:02:00,Duke Road in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Pit Bull/Boxer,White,2020-06-03 19:06:00,10/2/2019,Return to Owner,,Intact Male,8 months,-64 days +02:04:00,-6,Not Adopted
818110,Casper,2020-08-06 17:02:00,Duke Road in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Pit Bull,White,2020-06-03 19:06:00,10/2/2019,Return to Owner,,Intact Male,8 months,-64 days +02:04:00,-6,Not Adopted
818106,,2020-06-02 07:59:00,303 E Home Pl in Austin (TX),Stray,Injured,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,2020-06-02 08:04:00,5/2/2020,Euthanasia,At Vet,Intact Male,4 weeks,0 days 00:05:00,0,Not Adopted
818105,*Walnut,2020-06-02 07:48:00,10003 Rutland Vill Ea in Austin (TX),Stray,Sick,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby/White,2020-07-07 13:46:00,5/1/2020,Adoption,Foster,Neutered Male,2 months,35 days 05:58:00,35,D
818104,*Cashew,2020-06-02 07:48:00,10003 Rutland Vill Ea in Austin (TX),Stray,Sick,Cat,Intact Female,4 weeks,Domestic Shorthair,Calico/White,2020-07-07 13:51:00,5/1/2020,Adoption,Foster,Spayed Female,2 months,35 days 06:03:00,35,D
818101,*Onigri,2020-06-01 16:39:00,8017 Evadean Circle in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Blue,2020-09-08 09:39:00,5/6/2020,Adoption,Foster,Neutered Male,4 months,98 days 17:00:00,98,F
818100,,2020-06-01 16:39:00,8017 Evadean Circle in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Blue,2020-09-02 11:38:00,5/6/2020,Adoption,Foster,Neutered Male,3 months,92 days 18:59:00,92,F
818099,,2020-06-01 16:59:00,Payton Gin Road And Ohlen Road in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair,Black/White,2020-06-01 18:00:00,5/17/2020,Transfer,Partner,Intact Male,2 weeks,0 days 01:01:00,0,Not Adopted
818093,*Fiona,2020-06-01 15:36:00,10225 Research Boulevard in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,2020-07-03 15:39:00,4/16/2020,Transfer,Partner,Intact Female,2 months,32 days 00:03:00,32,Not Adopted
818091,Chip,2020-06-01 14:54:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,English Setter Mix,Buff/White,2020-06-04 13:16:00,4/1/2019,Transfer,Partner,Neutered Male,1 year,2 days 22:22:00,2,Not Adopted
818089,*Wendy,2020-06-01 13:15:00,Austin (TX),Owner Surrender,Sick,Dog,Intact Female,1 month,Pit Bull Mix,Black/White,2020-07-07 11:36:00,4/16/2020,Adoption,Foster,Spayed Female,2 months,35 days 22:21:00,35,D
818088,*Peter,2020-06-01 13:15:00,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,1 month,Pit Bull Mix,Black/White,2020-07-04 13:40:00,4/16/2020,Adoption,Foster,Neutered Male,2 months,33 days 00:25:00,33,D
818087,*Tiger,2020-06-01 14:31:00,14620 Plover Place in Travis (TX),Stray,Injured,Cat,Intact Male,5 years,Domestic Shorthair,Brown Tabby/White,2020-07-16 15:24:00,6/1/2015,Adoption,,Neutered Male,5 years,45 days 00:53:00,45,D
818086,*Charlotte,2020-06-01 14:19:00,902 Sagebrush Dr in Austin (TX),Stray,Sick,Cat,Intact Female,4 weeks,Domestic Shorthair,Calico,2020-06-09 09:12:00,5/1/2020,Euthanasia,Suffering,Intact Female,1 month,7 days 18:53:00,7,Not Adopted
818085,Harlequin,2020-06-01 13:15:00,Austin (TX),Owner Surrender,Sick,Dog,Intact Female,1 month,Pit Bull Mix,Black/White,2020-06-01 18:19:00,4/16/2020,Transfer,Partner,Intact Female,1 month,0 days 05:04:00,0,Not Adopted
818083,Turbo,2020-06-01 13:47:00,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Male,1 year,Anatol Shepherd Mix,Tan,2020-06-08 18:31:00,6/1/2019,Adoption,,Neutered Male,1 year,7 days 04:44:00,7,B
818079,*Frankfort,2020-06-12 17:54:00,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Australian Shepherd,Brown/White,2020-08-11 08:52:00,6/1/2019,Adoption,Foster,Neutered Male,1 year,59 days 14:58:00,59,D
818078,Harley,2020-06-01 12:26:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,11 months,Great Dane/Catahoula,Brown/White,2020-06-10 00:00:00,7/1/2019,Transfer,Partner,Spayed Female,11 months,8 days 11:34:00,8,Not Adopted
818074,,2020-06-01 12:09:00,18200 Park Drive in Travis (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby/White,2020-06-01 13:19:00,5/10/2020,Transfer,Partner,Intact Male,3 weeks,0 days 01:10:00,0,Not Adopted
818073,,2020-06-01 12:09:00,18200 Park Drive in Travis (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby/White,2020-06-01 13:18:00,5/10/2020,Transfer,Partner,Intact Male,3 weeks,0 days 01:09:00,0,Not Adopted
818072,,2020-06-01 12:09:00,18200 Park Drive in Travis (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Black Smoke,2020-06-01 13:18:00,5/10/2020,Transfer,Partner,Intact Male,3 weeks,0 days 01:09:00,0,Not Adopted
818071,,2020-06-01 12:09:00,18200 Park Drive in Travis (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Calico,2020-06-01 13:17:00,5/10/2020,Transfer,Partner,Intact Female,3 weeks,0 days 01:08:00,0,Not Adopted
818068,,2020-06-01 11:54:00,7210 Thannas Way in Austin (TX),Stray,Injured,Cat,Intact Male,2 weeks,Domestic Shorthair,Cream Tabby/White,2020-06-01 13:17:00,5/13/2020,Transfer,Partner,Intact Male,2 weeks,0 days 01:23:00,0,Not Adopted
818067,Bluto,2020-06-01 11:42:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,13 years,Pit Bull Mix,Blue/White,2020-07-09 12:59:00,6/1/2007,Adoption,Foster,Intact Male,13 years,38 days 01:17:00,38,D
818066,*Sorbet,2020-06-01 11:41:00,12349 Metric Boulevard in Austin (TX),Stray,Nursing,Cat,Intact Female,3 weeks,Domestic Shorthair,Black Smoke,2020-12-19 08:49:00,5/6/2020,Adoption,Foster,Spayed Female,7 months,200 days 21:08:00,20,C
818065,*Gelato,2020-06-01 11:41:00,12349 Metric Boulevard in Austin (TX),Stray,Nursing,Cat,Intact Male,3 weeks,Domestic Shorthair,Black/White,2020-07-17 12:35:00,5/6/2020,Adoption,Foster,Neutered Male,2 months,46 days 00:54:00,46,D
818064,*Ice Cream,2020-06-01 11:41:00,12349 Metric Boulevard in Austin (TX),Stray,Nursing,Cat,Intact Male,3 weeks,Domestic Shorthair,Black/White,2020-07-14 11:10:00,5/6/2020,Adoption,Foster,Neutered Male,2 months,42 days 23:29:00,42,D
818054,,2020-06-01 12:32:00,8503 Springdale Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,American Staffordshire Terrier,Chocolate/White,2020-06-07 19:17:00,6/1/2019,Adoption,,Spayed Female,1 year,6 days 06:45:00,6,B
818051,*Raleigh,2020-06-01 10:08:00,1126 Terry Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,White/Black,2020-09-24 16:16:00,6/1/2018,Adoption,,Neutered Male,2 years,115 days 06:08:00,11,B
818050,Chiquita,2020-09-26 18:24:00,Cambourne Dr & Harris Ridge Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pug,Brown/Fawn,2020-09-28 16:11:00,6/1/2018,Return to Owner,,Spayed Female,2 years,1 days 21:47:00,1,Not Adopted
818049,Fiona,2020-09-26 18:37:00,Cambourne Dr & Hariss Ridge Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,White/Gray,2020-09-27 13:25:00,6/1/2018,Return to Owner,,Intact Female,2 years,0 days 18:48:00,0,Not Adopted
818048,*Lars,2020-06-01 09:07:00,5805 North Lamar Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby/White,2021-01-02 11:48:00,6/1/2018,Transfer,Partner,Neutered Male,2 years,215 days 02:41:00,21,Not Adopted
818047,,2020-06-01 09:03:00,4434 Frontier Trail in Austin (TX),Stray,Injured,Cat,Intact Male,8 months,Domestic Shorthair,Black,2020-06-01 09:07:00,10/1/2019,Euthanasia,At Vet,Intact Male,8 months,0 days 00:04:00,0,Not Adopted
818044,Luna,2020-06-01 08:23:00,4434 Frontier Trail in Austin (TX),Stray,Injured,Dog,Spayed Female,4 months,Pit Bull,Fawn/White,2021-01-29 07:05:00,1/1/2020,Adoption,Foster,Spayed Female,1 year,241 days 22:42:00,24,C
818042,Bon Bon,2020-06-01 08:00:00,4434 Frontier Trail in Austin (TX),Owner Surrender,Injured,Cat,Intact Female,2 weeks,Domestic Shorthair,Lilac Point,2020-06-01 11:00:00,5/17/2020,Transfer,Partner,Intact Female,2 weeks,0 days 03:00:00,0,Not Adopted
818041,,2020-05-31 18:33:00,1103 E Applegate in Austin (TX),Stray,Normal,Bird,Intact Male,1 year,Chicken,White/Red,2020-06-09 21:47:00,5/31/2019,Adoption,,Intact Male,1 year,9 days 03:14:00,9,B
818040,*Emma,2020-05-31 18:08:00,1501 Cloverleaf in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie/White,2020-07-03 15:39:00,4/23/2020,Transfer,Partner,Intact Female,2 months,32 days 21:31:00,32,Not Adopted
818039,*Charleston,2020-05-31 16:59:00,5305 Bolm Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Black Mouth Cur Mix,Red/White,2020-09-11 15:50:00,5/31/2018,Adoption,Foster,Neutered Male,2 years,102 days 22:51:00,10,B
818038,*Cheyenne,2020-06-09 17:33:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 months,Plott Hound Mix,Brown Brindle/White,2020-06-05 18:08:00,10/1/2019,Adoption,,Spayed Female,8 months,-4 days +00:35:00,-4,
818037,,2020-05-31 16:49:00,2901 S. Capital Of Texas Highway in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 month,Labrador Retriever/German Shepherd,Black/Tricolor,2020-05-31 17:55:00,4/19/2020,Return to Owner,,Intact Female,1 month,0 days 01:06:00,0,Not Adopted
818029,Blue,2020-05-30 07:30:00,8003 I35 Sv Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Labrador Retriever,Black,2020-06-01 17:44:00,5/31/2014,Return to Owner,,Spayed Female,6 years,2 days 10:14:00,2,Not Adopted
818024,Gracie,2020-05-31 07:58:00,Austin (TX),Stray,Injured,Dog,Intact Female,4 weeks,Chihuahua Shorthair,Black/White,2020-06-04 11:20:00,5/1/2020,Transfer,Partner,Intact Female,4 weeks,4 days 03:22:00,4,Not Adopted
818022,*Yoshi,2020-05-31 01:32:00,8922 Menchaca Rd in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Black/Black,2020-08-29 14:47:00,5/31/2018,Adoption,Foster,Neutered Male,2 years,90 days 13:15:00,90,
818021,,2020-05-30 21:33:00,2000 Manana St in Austin (TX),Wildlife,Normal,Other,Unknown,1 month,Bat,Brown/Brown,2020-05-31 09:36:00,3/30/2020,Euthanasia,Rabies Risk,Unknown,2 months,0 days 12:03:00,0,Not Adopted
818020,,2020-05-30 21:33:00,2000 Manana St in Austin (TX),Wildlife,Normal,Other,Unknown,1 month,Bat,Brown/Brown,2020-05-31 09:35:00,3/30/2020,Euthanasia,Rabies Risk,Unknown,2 months,0 days 12:02:00,0,Not Adopted
818018,*Montgomery,2020-05-30 15:36:00,Research And Duval in Austin (TX),Stray,Injured,Dog,Neutered Male,4 years,Pit Bull/Chinese Sharpei,Brown/White,2020-06-09 14:01:00,5/30/2016,Adoption,,Neutered Male,4 years,9 days 22:25:00,9,B
818015,,2020-05-30 14:58:00,Austin (TX),Stray,Normal,Cat,Unknown,2 days,Domestic Shorthair,Orange Tabby,2020-05-30 16:50:00,5/28/2020,Transfer,Partner,Unknown,2 days,0 days 01:52:00,0,Not Adopted
818014,,2020-05-30 14:58:00,Austin (TX),Stray,Normal,Cat,Unknown,2 days,Domestic Shorthair,Orange Tabby/White,2020-05-30 16:50:00,5/28/2020,Transfer,Partner,Unknown,2 days,0 days 01:52:00,0,Not Adopted
818013,*Smokey,2020-05-30 14:16:00,602 W Annie St in Austin (TX),Stray,Injured,Cat,Neutered Male,2 years,Domestic Longhair,Black,2020-05-31 15:46:00,5/30/2018,Transfer,Partner,Neutered Male,2 years,1 days 01:30:00,1,Not Adopted
818011,*Pierre,2020-05-30 12:36:00,2900 Sunridge Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Brown/White,2020-08-07 11:14:00,5/30/2018,Transfer,Partner,Neutered Male,2 years,68 days 22:38:00,68,Not Adopted
818006,*Lola,2020-05-30 11:04:00,409 Blackson Avenue in Austin (TX),Stray,Sick,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby/White,2020-07-08 12:42:00,5/5/2020,Adoption,Foster,Spayed Female,2 months,39 days 01:38:00,39,D
